id,popularity,original_title,vote_average,budget_adj,revenue_adj,cast
7980,1.673879,The Lovely Bones,6.6,66066028.2181,95059446.2122,Mark Wahlberg
14560,1.641739,Paul Blart: Mall Cop,5.4,26426411.2872,186299217.921,Keir O'Donnell
28178,1.575231,Hachi: A Dog's Tale,7.7,16262406.946,48585352.5314,Joan Allen
22803,1.542135,Law Abiding Citizen,7.2,53869223.0086,128768508.906,Gerard Butler
22825,1.535278,The Box,5.3,30492013.0237,33880215.3793,James Marsden
15092,1.487114,Crank: High Voltage,5.9,20328008.6825,35127385.4664,Amy Smart
19898,1.453639,Pandorum,6.2,33541214.3261,20983919.3255,Dennis Quaid
16871,1.398364,Drag Me to Hell,6.1,30492013.0237,92332504.8315,Justin Long
13811,1.357091,Knowing,5.7,50820021.7062,157995749.82,Rose Byrne
17431,1.328218,Moon,7.4,5082002.17062,9920173.9427,Kevin Spacey
19585,1.324927,G-Force,5.1,152460065.119,297620180.712,Penélope Cruz
18487,1.30199,The Taking of Pelham 1 2 3,6.1,101640043.412,152628915.657,John Travolta
23082,1.297769,The Invention of Lying,5.8,18803408.0313,32436176.6593,Jennifer Garner
20048,1.290519,Confessions of a Shopaholic,6.0,40656017.365,110109447.015,Hugh Dancy
18501,1.267182,Gamer,5.6,50820021.7062,41498145.7807,Michael C. Hall
31011,1.26001,Mr. Nobody,7.8,47770820.4039,3605384.76753,Diane Kruger
19899,1.232312,Couples Retreat,5.3,71148030.3887,174663169.978,Malin Åkerman
7445,1.223786,Brothers,6.7,26426411.2872,44028788.7292,Jake Gyllenhaal
20766,1.218657,The Road,6.7,32524813.892,28088535.9992,Kodi Smit-McPhee
15512,1.194455,Monsters vs Aliens,6.0,177870075.972,387766797.491,Reese Witherspoon
24469,1.159118,Fish Tank,6.6,3049201.30237,2396521.7964,Michael Fassbender
24803,1.14937,Julie & Julia,6.5,40656017.365,131665019.42,Amy Adams
28211,1.145724,Chloe,5.9,15246006.5119,8598196.78366,Liam Neeson
11322,1.138277,Public Enemies,6.5,81312034.73,217616028.716,Johnny Depp
19994,1.104112,Jennifer's Body,5.2,16262406.946,32073594.0997,Amanda Seyfried
21208,1.099003,Orphan,6.5,20328008.6825,42278447.5744,Peter Sarsgaard
23706,1.085541,All About Steve,4.6,15246006.5119,40763290.2996,Thomas Haden Church
19912,1.083957,The Final Destination,5.5,40656017.365,189220360.899,Shantel VanSanten
23398,1.080415,Alvin and the Chipmunks: The Squeakquel,5.3,76230032.5594,450407693.46,David Cross
36419,1.075405,After.Life,5.2,4573801.95356,3665541.44363,Justin Long
10521,1.074072,Bride Wars,5.8,30492013.0237,116543991.539,Kate Hudson
25793,1.065548,Precious,6.8,10164004.3412,64691685.0923,Mo'Nique
16995,1.043738,State of Play,6.6,60984026.0475,89223892.8909,Ben Affleck
13788,1.039442,The Unborn,4.9,16262406.946,77768913.6367,Gary Oldman
12572,1.037708,"New York, I Love You",5.6,14941086.3816,8181684.01696,Shia LaBeouf
16538,1.022125,"I Love You, Man",6.4,41672417.7991,93139872.3523,Rashida Jones
11323,1.018005,The Informant!,6.0,22360809.5507,36005808.5252,Scott Bakula
13836,1.014706,Race to Witch Mountain,5.4,50820021.7062,108047419.552,AnnaSophia Robb
28355,0.999299,Case 39,6.0,27442811.7214,29475612.5896,Jodelle Ferland
18947,0.967776,The Boat That Rocked,7.1,50820021.7062,36944919.8375,Philip Seymour Hoffman
19901,0.966959,Daybreakers,5.9,20328008.6825,52259716.3308,Sam Neill
24420,0.965516,The Time Traveler's Wife,6.5,39639616.9309,102890004.535,Rachel McAdams
17609,0.953705,Antichrist,6.2,11180404.7754,804853.962569,Charlotte Gainsbourg
25643,0.908112,Love Happens,5.5,18295207.8142,36725611.1158,Jennifer Aniston
13455,0.907448,Push,5.8,38623216.4967,46210949.6412,Camilla Belle
26390,0.905416,Brooklyn's Finest,6.1,17278807.3801,30020707.126,Don Cheadle
22804,0.90173,Saw VI,5.9,11180404.7754,69352690.1375,Costas Mandylor
18320,0.894268,The Young Victoria,6.9,35574015.1944,27859423.0789,Jim Broadbent
12573,0.884343,A Serious Man,6.4,7114803.03887,31945805.1223,Richard Kind
12403,0.883984,A Perfect Getaway,6.1,14229606.0777,23227431.1841,Timothy Olyphant
22787,0.850476,Whiteout,5.2,40656017.365,12406212.1581,Gabriel Macht
8952,0.8342,I Love You Phillip Morris,6.3,13213205.6436,10826732.9983,Ewan McGregor
34647,0.830597,Enter the Void,7.1,13213205.6436,766619.011038,Paz de la Huerta
17134,0.826039,12 Rounds,5.9,20328008.6825,17563730.8482,Ashley Scott
20453,0.816681,3 Idiots,7.8,9147603.90712,71148030.3887,Kareena Kapoor
8373,0.813323,Transformers: Revenge of the Fallen,6.0,152460065.119,850012865.597,Megan Fox
10313,0.811236,The Men Who Stare at Goats,5.8,24393610.419,69856549.3083,Ewan McGregor
22832,0.796761,Ninja Assassin,6.1,40656017.365,61453955.739,Naomie Harris
23367,0.790326,Bandslam,5.5,20328008.6825,5296450.46542,Aly Michalka
16523,0.78639,Where the Wild Things Are,6.3,101640043.412,101728259.855,Catherine Keener
22897,0.786159,It's Complicated,6.2,86394036.9006,222697050.06,Alec Baldwin
18162,0.760048,Land of the Lost,5.4,101640043.412,69815357.6479,Anna Friel
22954,0.756385,Invictus,6.9,60984026.0475,124238661.189,Matt Damon
16866,0.748763,Planet 51,5.7,71148030.3887,106666921.106,Seann William Scott
17610,0.717595,Year One,4.5,60984026.0475,63380596.6311,Michael Cera
39800,0.713022,Life During Wartime,5.1,4573801.95356,757031.305743,Paul Reubens
38448,0.710966,Ondine,6.2,12196805.2095,1671729.69603,Alicja Bachleda-Curuś
14435,0.694443,My Bloody Valentine,5.3,15246006.5119,102386811.107,Jaime King
22949,0.6642,Old Dogs,5.2,35574015.1944,93731746.7187,John Travolta
26428,0.661609,Agora,6.6,71148030.3887,39681802.6309,Max Minghella
22821,0.652939,The Boondock Saints II: All Saints Day,5.9,8131203.473,10803646.4789,Norman Reedus
11699,0.643829,The Bad Lieutenant: Port of Call - New Orleans,5.8,25410010.8531,10762767.8698,Eva Mendes
8054,0.643164,The Imaginarium of Doctor Parnassus,6.2,30492013.0237,62822465.7427,Heath Ledger
18476,0.642045,Horsemen,6.0,20328008.6825,1034086.81808,Zhang Ziyi
4597,0.630068,Armored,5.6,20328008.6825,23318483.3842,Laurence Fishburne
24418,0.608282,Cirque du Freak: The Vampire's Assistant,5.5,40656017.365,28631665.8336,Josh Hutcherson
12834,0.606857,Leaves of Grass,5.6,9147603.90712,1001273.34646,Richard Dreyfuss
24684,0.60652,An Education,6.8,7623003.25594,26524851.7021,Olivia Williams
20829,0.604388,Funny People,5.5,76230032.5594,62466935.9857,Seth Rogen
22947,0.598075,Up in the Air,6.6,25410010.8531,166354259.053,Vera Farmiga
16577,0.595489,Astro Boy,6.0,66066028.2181,44814179.6398,Kristen Bell
4959,0.59517,The International,5.8,50820021.7062,61148063.93,Naomi Watts
28510,0.582225,Universal Soldier: Regeneration,5.3,14229606.0777,889742.710427,Dolph Lundgren
13804,0.580292,Fast & Furious,6.4,86394036.9006,369120316.605,Paul Walker
22074,0.576401,Capitalism: A Love Story,6.9,20328008.6825,17722475.3172,Thora Birch
24150,0.565345,Halloween II,5.2,15246006.5119,40067996.1726,Sheri Moon Zombie
18126,0.549975,Hannah Montana: The Movie,5.8,35574015.1944,158096289.102,Billy Ray Cyrus
15357,0.544071,Banlieue 13 - Ultimatum,5.9,15246006.5119,8930475.36438,David Belle
20856,0.53923,Aliens in the Attic,5.1,45738019.5356,58830330.446,Austin Butler
21407,0.536017,The Collector,6.2,3455761.47602,9598903.99508,Michael Reilly Burke
31723,0.534693,Women in Trouble,4.5,3049201.30237,18393.7986564,Adrianne Palicki
22824,0.52916,The Fourth Kind,5.6,10164004.3412,43027579.4159,Will Patton
36691,0.520419,Solitary Man,5.7,15246006.5119,5107190.60618,Jesse Eisenberg
38542,0.510379,The Disappearance of Alice Creed,6.3,813120.3473,881944.886296,Martin Compston
16558,0.508705,Duplicity,5.5,79428291.0182,60984026.0475,Julia Roberts
29963,0.492366,Bright Star,6.3,8639403.69006,4512873.82954,Ben Whishaw
16614,0.480074,Adventureland,6.3,9655804.12419,17445880.2343,Kristen Stewart
12569,0.478888,Extract,5.8,8131203.473,11026707.7509,Mila Kunis
34769,0.476687,Defendor,6.3,3557401.51944,45191.1961021,Kat Dennings
10197,0.472113,Nine,5.0,81312034.73,54708276.813,Daniel Day-Lewis
28089,0.471747,The Messenger,6.9,6606602.82181,1546210.34082,Woody Harrelson
19255,0.461154,Away We Go,6.6,17278807.3801,15143773.907,Maya Rudolph
23049,0.458932,My Life in Ruins,5.7,17278807.3801,20790751.4065,Richard Dreyfuss
10024,0.457298,My Sister's Keeper,7.0,30492013.0237,97284640.5022,Alec Baldwin
17332,0.447106,The Soloist,6.5,60984026.0475,32240382.3617,Jamie Foxx
13207,0.441444,Friday the 13th,5.6,19311608.2484,92877707.1063,Jared Padalecki
15577,0.438147,Crossing Over,5.8,25410010.8531,1054347.74433,Ray Liotta
25941,0.429492,Harry Brown,6.6,7419723.16911,10499159.3352,Emily Mortimer
19959,0.427479,Surrogates,5.7,81312034.73,124452919.417,Radha Mitchell
15268,0.426205,Street Fighter: The Legend of Chun-Li,4.1,50820021.7062,12973539.4377,Chris Klein
15189,0.424415,Hotel for Dogs,5.6,35574015.1944,74232256.8501,Jake T. Austin
17335,0.415099,Obsessed,5.5,20328008.6825,75041189.6276,Idris Elba
11928,0.41491,Tetro,6.7,15246006.5119,115077.873552,Maribel Verdú
22798,0.409005,Whip It,6.6,15246006.5119,16905823.9948,Landon Pigg
32985,0.395616,Solomon Kane,5.5,45738019.5356,7938087.39052,Pete Postlethwaite
29426,0.394989,Survival of the Dead,4.6,4065601.7365,145539.394563,Kenneth Welsh
2080,0.391859,X-Men Origins: Wolverine,6.2,152460065.119,346726502.499,Liev Schreiber
17532,0.388026,S. Darko,3.8,4065601.7365,4167241.77991,Elizabeth Berkley
24804,0.378522,Black Dynamite,7.4,2947561.25896,301420.663543,Arsenio Hall
28053,0.376543,City Island,6.3,6098402.60475,6780114.57272,Julianna Margulies
8915,0.370497,Amelia,5.3,40656017.365,19574367.0722,Richard Gere
25137,0.363832,Beyond a Reasonable Doubt,5.6,25410010.8531,4460537.33838,Jesse Metcalfe
14536,0.353203,New in Town,5.3,8131203.473,29486606.9931,Harry Connick Jr.
12404,0.348842,Me and Orson Welles,6.4,25410010.8531,2374486.23499,Claire Danes
25132,0.347707,Shorts,4.8,40656017.365,29447669.7089,Kat Dennings
26688,0.319532,Sorority Row,5.3,12705005.4266,27652312.1789,Briana Evigan
22215,0.292324,Chéri,5.8,23377209.9849,9519837.18891,Kathy Bates
41479,0.290674,The Joneses,6.0,10164004.3412,7137903.78794,Demi Moore
17927,0.285353,Fired Up!,5.9,20328008.6825,18904135.3471,Eric Christian Olsen
22717,0.278387,Wanted,4.9,76.2300325594,136.197658173,Ayesha Takia
20178,0.278321,World's Greatest Dad,6.3,10164004.3412,300600.428392,Alexie Gilmore
17680,0.272422,The Girlfriend Experience,5.5,1727880.73801,1024493.01438,Chris Santos
25704,0.249295,Post Grad,5.1,15246006.5119,6510293.79868,Zach Gilford
25183,0.118533,Paper Heart,5.1,1016400.43412,1318241.88745,Charlyne Yi
25196,0.226009,Crazy Heart,6.4,7114803.03887,40109639.1148,Maggie Gyllenhaal
38850,0.220819,Stolen Lives,6.0,2032800.86825,7425.82157172,Josh Lucas
43937,0.182881,Like Dandelion Dust,7.0,2541001.08531,358596.237164,Barry Pepper
30128,0.190162,I Hope They Serve Beer in Hell,5.6,7114803.03887,1452740.12409,Jesse Bradford
21033,0.159638,Beautiful,4.4,1524600.65119,56918.424311,Peta Wilson
24438,0.145905,Did You Hear About The Morgans?,5.0,58951225.1792,86678883.1223,Sarah Jessica Parker
1977,0.145081,The Grudge 3,5.4,5082002.17062,39243229.9092,Gil McKinney
29150,0.114458,Big Fan,5.7,254100.108531,236548.905835,Kevin Corrigan
33870,0.166371,Mao's Last Dancer,6.7,25410010.8531,21059258.9912,Chengwu Guo
42151,0.092519,Down Terrace,6.5,31703.5623412,10164.0043412,Robin Hill
27205,9.363643,Inception,7.9,160000000.0,825500000.0,Joseph Gordon-Levitt
10138,5.70486,Iron Man 2,6.6,200000000.0,623933331.0,Gwyneth Paltrow
12155,5.57295,Alice in Wonderland,6.3,200000000.0,1025467110.0,Johnny Depp
44214,5.29318,Black Swan,7.1,13000000.0,327803731.0,Mila Kunis
12444,4.840588,Harry Potter and the Deathly Hallows: Part 1,7.4,250000000.0,954305868.0,Emma Watson
20352,3.791881,Despicable Me,7.1,69000000.0,543513985.0,Jason Segel
27578,3.74884,The Expendables,5.9,80000000.0,274470394.0,Jason Statham
10191,3.560424,How to Train Your Dragon,7.4,165000000.0,494878759.0,Gerard Butler
11324,3.176169,Shutter Island,7.6,80000000.0,294804195.0,Mark Ruffalo
20526,2.911727,TRON: Legacy,6.3,170000000.0,400062763.0,Jeff Bridges
38757,2.865684,Tangled,7.3,260000000.0,591794936.0,Mandy Moore
10193,2.711136,Toy Story 3,7.5,200000000.0,1063171911.0,Tim Allen
27576,2.586787,Salt,6.2,110000000.0,293329073.0,Liev Schreiber
44115,2.440611,127 Hours,6.9,18000000.0,35692920.0,Kate Mara
37735,2.332359,Easy A,6.6,8000000.0,74952305.0,Stanley Tucci
10140,2.245241,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.0,155000000.0,415686217.0,Georgie Henley
23483,2.225609,Kick-Ass,7.0,28000000.0,96188903.0,Chloë Grace Moretz
37710,2.162441,The Tourist,6.0,100000000.0,278346189.0,Angelina Jolie
9543,2.128799,Prince of Persia: The Sands of Time,6.1,150000000.0,335154643.0,Gemma Arterton
20662,2.11831,Robin Hood,6.1,200000000.0,310669540.0,Cate Blanchett
44264,2.100704,True Grit,7.0,38000000.0,252276927.0,Hailee Steinfeld
18823,2.087252,Clash of the Titans,5.6,125000000.0,232713139.0,Liam Neeson
27022,2.053855,The Sorcerer's Apprentice,5.8,150000000.0,215283742.0,Jay Baruchel
37799,1.923694,The Social Network,7.1,40000000.0,224920315.0,Andrew Garfield
22538,1.906739,Scott Pilgrim vs. the World,7.2,60000000.0,47664559.0,Mary Elizabeth Winstead
39451,1.903671,Little Fockers,5.4,100000000.0,310650585.0,Ben Stiller
34851,1.888263,Predators,5.8,40000000.0,126248813.0,Alice Braga
32657,1.878018,Percy Jackson & the Olympians: The Lightning Thief,6.0,95000000.0,226497209.0,Brandon T. Jackson
44048,1.874641,Unstoppable,6.2,100000000.0,167805466.0,Chris Pine
10192,1.820934,Shrek Forever After,6.0,165000000.0,752600867.0,Eddie Murphy
22971,1.784073,Dear John,6.5,25000000.0,114977104.0,Channing Tatum
34544,1.730679,The A-Team,6.2,110000000.0,177238796.0,Bradley Cooper
39514,1.720825,RED,6.5,58000000.0,71664962.0,John Malkovich
23631,1.71986,Machete,6.2,20000000.0,31327899.0,Michelle Rodriguez
38365,1.659355,Grown Ups,6.1,80000000.0,271430189.0,Salma Hayek
20504,1.624483,The Book of Eli,6.5,80000000.0,157107755.0,Gary Oldman
35056,1.618371,Date Night,5.9,55000000.0,152263880.0,Tina Fey
23168,1.614028,The Town,6.9,37000000.0,154026136.0,Rebecca Hall
24021,1.546212,The Twilight Saga: Eclipse,5.9,68000000.0,698491347.0,Robert Pattinson
38055,1.540322,Megamind,6.6,130000000.0,321885765.0,Brad Pitt
10196,1.538276,The Last Airbender,4.7,150000000.0,318502923.0,Nicola Peltz
27581,1.419224,The Other Guys,6.1,100000000.0,170432927.0,Mark Wahlberg
49018,1.396973,Insidious,6.7,1500000.0,97009150.0,Rose Byrne
41233,1.386743,Step Up 3D,6.5,30000000.0,159291809.0,Adam G. Sevani
45269,1.385499,The King's Speech,7.4,15000000.0,414211549.0,Geoffrey Rush
43347,1.365279,Love & Other Drugs,6.5,30000000.0,102820008.0,Anne Hathaway
49009,1.36053,The Way Back,6.7,30000000.0,20348249.0,Dejan Angelov
31867,1.348633,Repo Men,6.1,32000000.0,18409891.0,Forest Whitaker
23830,1.344701,Last Night,6.1,7000000.0,7644937.0,Sam Worthington
37834,1.325302,Knight and Day,5.9,117000000.0,261930431.0,Cameron Diaz
38167,1.271623,Eat Pray Love,5.7,60000000.0,204594016.0,James Franco
46705,1.271367,Blue Valentine,6.9,1000000.0,12355734.0,Michelle Williams
27573,1.255298,The Bounty Hunter,5.5,40000000.0,136000000.0,Jennifer Aniston
25195,1.2347,Leap Year,6.3,19000000.0,29922472.0,Matthew Goode
22972,1.206958,Green Zone,6.3,100000000.0,94882889.0,Greg Kinnear
38745,1.203837,Gulliver's Travels,5.0,112000000.0,237382724.0,Jason Segel
34806,1.202845,The Back-Up Plan,5.7,35000000.0,77477008.0,Alex O'Loughlin
37950,1.166631,Charlie St. Cloud,6.8,44000000.0,48190704.0,Amanda Crew
41210,1.147365,The Switch,5.8,19000000.0,49830607.0,Jennifer Aniston
27586,1.14644,The Runaways,6.3,10000000.0,2995811.0,Kristen Stewart
32856,1.145806,Valentine's Day,5.6,52000000.0,216485654.0,Jessica Biel
46261,1.138389,Don't Be Afraid of the Dark,5.4,25000000.0,36993168.0,Guy Pearce
41439,1.134397,Saw 3D,5.8,20000000.0,136150434.0,Costas Mandylor
38575,1.125831,The Karate Kid,6.1,40000000.0,357852395.0,Jackie Chan
41733,1.119731,Due Date,6.2,65000000.0,211780824.0,Robert Downey Jr.
44147,1.111487,Wild Target,6.1,8000000.0,3453043.0,Emily Blunt
26389,1.107689,From Paris with Love,6.1,52000000.0,52615806.0,Jonathan Rhys Meyers
11439,1.107358,The Ghost Writer,6.5,45000000.0,60222298.0,Pierce Brosnan
43923,1.084894,It's Kind of a Funny Story,6.9,8000000.0,6491240.0,Emma Roberts
43539,1.078211,The Next Three Days,6.8,30000000.0,51148651.0,Elizabeth Banks
23437,1.074308,A Nightmare on Elm Street,5.5,35000000.0,115664037.0,Katie Cassidy
34813,1.065023,The Losers,6.2,25000000.0,23580000.0,Zoe Saldana
45317,1.054685,The Fighter,7.1,25000000.0,9190869.0,Christian Bale
32823,1.047978,Get Him to the Greek,5.9,40000000.0,90029656.0,Russell Brand
20533,1.023117,Jonah Hex,4.4,47000000.0,10539000.0,John Malkovich
40264,1.004446,Vampires Suck,4.3,20000000.0,80547866.0,Matt Lanter
44639,1.003782,Inside Job,7.6,2000000.0,7871522.0,William Ackman
37821,0.997641,Killers,5.7,75000000.0,98159963.0,Ashton Kutcher
22894,0.992107,Legion,5.0,26000000.0,67918658.0,Dennis Quaid
37786,0.984762,Sex and the City 2,5.5,100000000.0,288347692.0,Kristin Davis
38303,0.982925,You Again,6.0,20000000.0,32005248.0,Sigourney Weaver
35019,0.981468,Nanny McPhee and the Big Bang,6.0,35000000.0,93246388.0,Ralph Fiennes
23048,0.944055,Hot Tub Time Machine,5.9,36000000.0,64572262.0,Lizzy Caplan
41402,0.919635,Let Me In,6.6,20000000.0,24145613.0,Chloë Grace Moretz
43949,0.918093,Flipped,7.2,14000000.0,1755212.0,Callan McAuliffe
41216,0.914278,Legend of the Guardians: The Owls of Ga'Hoole,6.5,80000000.0,140073390.0,Abbie Cornish
22907,0.912689,Takers,6.1,32000000.0,69055695.0,Hayden Christensen
42297,0.912122,Burlesque,6.8,55000000.0,89519773.0,Christina Aguilera
44129,0.892356,The Company Men,6.4,15000000.0,4882577.0,Tommy Lee Jones
38073,0.878529,Going the Distance,6.0,32000000.0,42045846.0,Justin Long
41283,0.878074,Faster,6.2,24000000.0,23081726.0,Billy Bob Thornton
41436,0.875432,Paranormal Activity 2,5.7,3000000.0,177512032.0,David Bierend
42188,0.856916,Never Let Me Go,6.7,15000000.0,9455232.0,Andrew Garfield
27579,0.856222,The American,5.6,20000000.0,65464324.0,Violante Placido
23742,0.839107,Cop Out,5.5,30000000.0,55583804.0,Tracy Morgan
43933,0.827664,Monsters,6.3,500000.0,4242978.0,Scoot McNairy
38408,0.82289,Life as We Know It,6.5,38000000.0,105610124.0,Josh Duhamel
23759,0.804348,Centurion,5.7,12000000.0,6814789.0,Olga Kurylenko
55347,0.802711,Beginners,6.8,3200000.0,5332926.0,Christopher Plummer
41505,0.794885,Shelter,5.5,22000000.0,851517.0,Jonathan Rhys Meyers
44113,0.791799,Stone,4.9,22000000.0,9479718.0,Robert De Niro
33217,0.789582,Diary of a Wimpy Kid,5.8,15000000.0,75700498.0,Robert Capron
43947,0.788144,I Spit on Your Grave,6.2,2000000.0,572809.0,Daniel Franzese
43593,0.78688,Piranha 3D,5.2,24000000.0,83188165.0,Adam Scott
38357,0.77844,Morning Glory,6.1,40000000.0,58785180.0,Harrison Ford
45094,0.773316,Conviction,7.0,12500000.0,6732980.0,Minnie Driver
49852,0.764791,The Nutcracker: The Untold Story,5.8,90000000.0,16178959.0,John Turturro
38358,0.761889,The Last Exorcism,5.4,1800000.0,67738090.0,Patrick Fabian
23023,0.756229,Tooth Fairy,5.2,48000000.0,112462508.0,Stephen Merchant
38363,0.754168,Fair Game,6.4,22000000.0,24188922.0,Sean Penn
45657,0.745434,The Ward,5.9,10000000.0,498974.0,Amber Heard
26388,0.740867,Buried,6.5,1987650.0,19152480.0,José Luis García Pérez
38778,0.73988,Dinner for Schmucks,5.4,69000000.0,86387857.0,Paul Rudd
39781,0.68633,The Kids Are All Right,6.4,4000000.0,34705850.0,Annette Bening
42684,0.671484,Skyline,4.7,10000000.0,66821036.0,Scottie Thompson
48289,0.670027,The Debt,6.1,20000000.0,45636368.0,Sam Worthington
39013,0.659749,Winter's Bone,6.7,2000000.0,13831503.0,John Hawkes
27004,0.655955,Ca$h,5.8,7000000.0,46488.0,Chris Hemsworth
39691,0.655878,Cats & Dogs 2 : The Revenge of Kitty Galore,5.0,85000000.0,112483764.0,Nick Nolte
37931,0.64929,MacGruber,5.2,10000000.0,6110000.0,Kristen Wiig
42888,0.640576,How Do You Know,4.9,120000000.0,48668907.0,Paul Rudd
45649,0.619772,Rubber,5.6,500000.0,98017.0,David Bowe
23172,0.618078,The Spy Next Door,5.4,28000000.0,45236543.0,Lucas Till
34016,0.61643,She's Out of My League,5.9,20000000.0,49779728.0,Jay Baruchel
53172,0.602854,Henry's Crime,5.8,12000000.0,204940.0,Vera Farmiga
48838,0.599676,London Boulevard,5.5,25000000.0,4644108.0,Colin Farrell
44603,0.598275,Hereafter,5.5,50000000.0,105197635.0,Bryce Dallas Howard
43931,0.597254,My Soul to Take,5.2,25000000.0,19829957.0,John Magaro
42194,0.59643,TEKKEN,5.0,30000000.0,967000.0,Kelly Overton
60309,0.591206,The Conspirator,5.9,25000000.0,15478800.0,James McAvoy
34803,0.579188,Death at a Funeral,5.7,21000000.0,49050886.0,James Marsden
44835,0.564203,Hesher,6.2,7000000.0,382946.0,Natalie Portman
44629,0.554061,Animal Kingdom,6.7,5000000.0,1000000.0,Ben Mendelsohn
38579,0.552065,Marmaduke,4.9,50000000.0,83761844.0,Emma Stone
33909,0.535535,Wall Street: Money Never Sleeps,5.8,70000000.0,134748021.0,Shia LaBeouf
43434,0.534192,Carlos,6.2,18000000.0,871279.0,Alexander Scheer
44009,0.514465,Another Year,6.7,8000000.0,18124262.0,Lesley Manville
45658,0.513857,Everything Must Go,5.8,5000000.0,2614773.0,Will Ferrell
29427,0.512957,The Crazies,6.1,20000000.0,54956140.0,Radha Mitchell
27585,0.498635,Rabbit Hole,6.6,5000000.0,5129058.0,Sandra Oh
12819,0.495162,Alpha and Omega,5.5,20000000.0,39300000.0,Justin Long
41515,0.470249,Yogi Bear,5.1,80000000.0,201584141.0,Justin Timberlake
41592,0.455662,StreetDance 3D,5.8,5773100.0,18144030.0,Rachel McDowall
45132,0.443893,Super,6.6,2500000.0,324138.0,Ellen Page
44638,0.443807,The Tempest,6.1,20000000.0,346594.0,Felicity Jones
45272,0.406941,Country Strong,5.9,15000000.0,20529194.0,Garrett Hedlund
43930,0.393626,"Tomorrow, When the War Began",6.5,27000000.0,16504936.0,Rachel Hurd-Wood
27569,0.375979,Extraordinary Measures,5.8,31000000.0,15134293.0,Brendan Fraser
44040,0.368927,Devil,5.6,10000000.0,33583175.0,Jacob Vargas
34563,0.312595,Our Family Wedding,5.9,14000000.0,21409028.0,America Ferrera
46829,0.328667,Barney's Version,6.9,30000000.0,8454301.0,Dustin Hoffman
12201,0.3261,Edge of Darkness,6.0,80000000.0,74901339.0,Ray Winstone
44877,0.318587,4.3.2.1,5.9,4600000.0,1163967.0,Noel Clarke
70695,0.315527,Dirty Girl,6.2,4000000.0,55125.0,Jeremy Dozier
42296,0.346071,Catfish,6.4,30000.0,3045943.0,Melody C. Roscher
35169,0.302377,Furry Vengeance,4.7,35000000.0,39340177.0,Ken Jeong
45324,0.301054,Casino Jack,6.0,12500000.0,1083683.0,Kelly Preston
43919,0.29666,Hatchet II,5.1,2500000.0,52604.0,Kane Hodder
43935,0.283241,Dylan Dog: Dead of Night,4.9,20000000.0,4634062.0,Peter Stormare
38568,0.275607,Howl,6.8,30000.0,617000.0,Jon Hamm
43942,0.27519,Freakonomics,6.7,3000000.0,103735.0,Jade Viggiano
56601,0.271381,The Perfect Game,5.7,12500000.0,3878993.0,Cheech Marin
52015,0.2596,Stake Land,6.2,650000.0,33245.0,Kelly McGillis
46528,0.25054,The Warrior's Way,6.4,425000000.0,11087569.0,Jang Dong-gun
50204,0.246578,Burke & Hare,6.0,10000000.0,4349187.0,Andy Serkis
12645,0.241541,Inhale,5.9,10000000.0,55089.0,Diane Kruger
37495,0.240403,Four Lions,7.0,967686.0,4270000.0,Nigel Lindsay
47088,0.214381,The Extra Man,5.9,7000000.0,453079.0,Paul Dano
41556,0.385851,The Romantics,4.8,4500000.0,123820.0,Anna Paquin
56812,0.181532,Balada triste de trompeta,6.2,7000000.0,3218666.0,Antonio de la Torre
35688,0.140251,Why Did I Get Married Too?,6.0,20000000.0,60072596.0,Janet Jackson
35791,0.131526,Resident Evil: Afterlife,5.8,60000000.0,296221663.0,Wentworth Miller
43552,0.276322,Vanishing on 7th Street,4.8,10000000.0,1068682.0,Thandie Newton
49679,0.028227,Action Replayy,4.9,10000000.0,5000000.0,Aishwarya Rai Bachchan
39486,0.06324,Secretariat,6.6,35000000.0,60251371.0,John Malkovich
39356,0.028456,Boy,7.3,3.0,43.0,Craig Hall
550,8.947905,Fight Club,8.1,82470329.3354,132022892.454,Brad Pitt
603,7.753899,The Matrix,7.8,82470329.3354,606768749.662,Laurence Fishburne
14,3.55572,American Beauty,7.7,19635792.6989,466411079.771,Annette Bening
1893,3.526029,Star Wars: Episode I - The Phantom Menace,6.3,150541077.358,1209980530.46,Ewan McGregor
564,2.94377,The Mummy,6.3,104724227.728,544416081.924,Rachel Weisz
497,2.719461,The Green Mile,8.0,78543170.7957,372556440.141,Michael Clarke Duncan
745,2.578731,The Sixth Sense,7.5,52362113.8638,880738991.749,Haley Joel Osment
36643,2.129874,The World Is Not Enough,6.0,176722134.29,473657733.21,Sophie Marceau
796,2.069357,Cruel Intentions,6.5,13745054.8892,99360001.4452,Ryan Phillippe
2668,2.065619,Sleepy Hollow,6.7,130905284.659,269758486.295,Ian McDiarmid
2105,1.825695,American Pie,6.4,14399581.3125,308259696.711,Chris Klein
1844,1.820318,Entrapment,5.9,86397487.8752,278048579.213,Catherine Zeta-Jones
863,1.810197,Toy Story 2,7.2,117814756.193,634910500.711,Tim Allen
4951,1.769152,10 Things I Hate About You,7.2,20944845.5455,70005745.4329,Heath Ledger
509,1.72385,Notting Hill,6.8,54980219.557,476350818.832,Hugh Grant
817,1.560867,Austin Powers: The Spy Who Shagged Me,6.0,43198743.9376,407037004.699,Heather Graham
