id,popularity,director,keywords,vote_average,vote_count,release_year,budget_adj,revenue_adj,keywords whether include 'based on novel'
9563,0.322499,Oliver Stone,"['american football', 'trainer', 'training', 'american football coach', 'sport']",6.8,231,1999,71997906.5627,131207455.946,False
30943,0.322339,Ulu Grosbard,"['boy', 'reunion', 'kidnap']",5.8,26,1999,49744008.1706,36812006.0044,False
11129,0.312827,Justin Kerrigan,"['sex', 'salesclerk', 'fast food restaurant', 'boredom', 'relationship problems']",6.8,42,1999,785431.707957,5236211.38638,False
10342,0.377269,Kevin Williamson,"['pornography', 'gay kiss', 'exam', 'bed', 'graduation']",5.3,39,1999,17017687.0057,11711097.0112,False
10490,0.285902,Michael Patrick Jann,"['minnesota', 'mother role', 'beauty contest', 'girl from the province', 'hicktown']",6.2,41,1999,13090528.4659,13838531.7349,False
16172,0.231418,Mark Tarlov,"['restaurant', 'department store', 'kitchen', 'love', 'crab']",6.2,28,1999,7854317.07957,5758509.07259,False
26149,0.272771,Wes Craven,"['independent film', 'school teacher']",6.7,25,1999,35344426.858,19451732.0144,False
15198,0.260903,Jay Roach,['sport'],5.8,35,1999,36653479.7046,11635048.8951,False
16379,0.257431,Scott Silver,"['undercover', 'drug traffic', 'based on tv series']",4.5,18,1999,65452642.3297,17358106.1985,False
15256,0.246669,Risa Bramon Garcia,"[""new year's eve"", 'independent film', 'relationship', 'lower east side manhattan new york city', 'woman director']",6.5,25,1999,7854317.07957,8970219.17865,False
8970,0.242797,Sam Weisman,"['new york', 'travel', 'misfortune']",5.2,20,1999,98178963.4946,37962532.5512,False
10047,0.235223,Luc Besson,"['schizophrenia', 'france', 'rape', 'siege', 'biography']",6.1,209,1999,78543170.7957,87675538.4233,False
5470,0.216242,Graham Baker,"['monster', 'weapon', 'independent film']",4.5,27,1999,26181056.9319,2004488.4804,False
20761,0.212029,Ron Shelton,['sport'],5.3,20,1999,31417268.3183,11040742.8299,False
24066,0.204411,Mark Illsley,"['texas', 'independent film', 'escaped convict']",5.3,13,1999,2225389.83921,2544339.25623,False
22267,0.198126,Ang Lee,"['civil war', 'friends', 'bush whacker', 'raid']",6.6,15,1999,49744008.1706,831374.226661,False
18892,0.195048,Darren Stein,"['confession', 'jealousy', 'nightmare', 'ambition', 'groupie']",5.6,48,1999,3927158.53978,4027719.97946,False
16406,0.187319,Andrew Fleming,"['richard nixon', 'watergate', 'the white house']",5.7,33,1999,17017687.0057,35998953.2813,False
47288,0.173433,Richard Rich,"['musical', 'king', 'school teacher', 'siam']",4.7,14,1999,32726321.1649,15708634.1591,False
14578,0.163337,Michael Corrente,"['suicide', 'sex', 'sexuality', 'college', 'police']",5.6,12,1999,9163369.92616,9545842.44161,False
1812,0.118187,Jim Fall,"['gay', 'drag queen', 'screenwriter', 'one-night stand', 'stripper']",6.5,10,1999,589073.780967,2683028.16912,False
22345,0.116694,Bob Clark,"['baby', 'genius', 'toddler']",3.8,34,1999,15708634.1591,47715939.7213,False
10557,0.238748,Damien O'Donnell,"['islam', 'hippie', 'father-son relationship', 'muslim', 'jealousy']",6.5,24,1999,4974400.81706,36915290.274,False
39964,0.090186,Jeff Pollack,"['restaurant', 'neighbor', 'dog', 'ring']",4.8,14,1999,1.30905284659,130.905284659,False
10368,0.079104,Franco Zeffirelli,"['italy', 'hotel', 'loss of mother', 'ambassador', 'world war ii']",5.7,17,1999,15708634.1591,27492155.8281,False
120,8.575419,Peter Jackson,"['elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbits']",7.8,6079,2001,114528394.853,1073079785.53,False
671,8.021423,Chris Columbus,"['witch', 'christmas party', 'magic', 'cutting the cord', 'halloween']",7.2,4265,2001,153936014.587,1202518036.07,False
1018,4.436367,David Lynch,"['schizophrenia', 'identity', 'amnesia', 'loss of sense of reality', 'suppressed past']",7.4,709,2001,18472321.7504,24774263.918,False
141,3.851009,Richard Kelly,"['parents kids relationship', 'airplane', 'time travel', 'school presentation', 'school performance']",7.5,1777,2001,7388928.70016,1564632.745,False
585,3.204295,Lee Unkrich|David Silverman|Pete Docter,"['monster', 'infant', 'energy supply', 'company', 'rival']",7.3,3899,2001,141621133.42,693101531.146,False
644,2.971372,Steven Spielberg,"['ocean', 'artificial intelligence', 'prophecy', 'android', 'loss of mother']",6.6,1133,2001,123148811.669,290540745.201,False
808,2.918566,Andrew Adamson|Vicky Jenson,"['liberation', 'lordship', 'castle', 'magic mirror', 'robin hood']",7.1,2284,2001,73889287.0016,596544195.584,False
634,2.717399,Sharon Maguire,"['holiday', 'london', 'england', 'alcohol', 'sex']",6.5,751,2001,30787202.9173,347193192.284,False
161,2.642249,Steven Soderbergh,"['prison', 'pickpocket', 'strip club', 'con artist', 'atlantic city']",7.0,2645,2001,104676489.919,555052814.215,False
676,2.478879,Michael Bay,"['nurse', 'patriotism', 'hawaii', 'world war ii', 'pilot']",6.6,1044,2001,172408336.337,553210255.537,False
1734,2.449323,Stephen Sommers,"['son', 'ancient egypt', 'bracelet']",5.8,1372,2001,120685835.436,533250701.302,False
10865,2.217239,Gary Trousdale|Kirk Wise,"['sea', 'atlantis', 'animation', 'underwater', 'sea monster']",6.5,689,2001,147778574.003,229122951.404,False
1995,2.179727,Simon West,"['treasure', 'buddhist monk', 'planetary configuration', 'angkor wat', 'illuminati']",5.6,1510,2001,141621133.42,338293898.826,False
453,2.169826,Ron Howard,"['individual', 'schizophrenia', 'massachusetts', ""love of one's life"", 'intelligence']",7.5,1786,2001,73889287.0016,386123667.022,False
2770,2.116602,J.B. Rogers,"['sex', 'party', 'summer', 'beach house', 'group of friends']",5.9,777,2001,36944643.5008,354118835.155,False
9880,2.061559,Garry Marshall,"['heir to the throne', 'grandmother granddaughter relationship', 'high school', 'princess', 'royalty']",6.3,534,2001,45565060.3177,203608276.191,False
824,1.925281,Baz Luhrmann,"['duke', 'musical', ""writer's block"", 'terminal illness', 'writer']",7.2,714,2001,64653126.1264,220699214.323,False
869,1.862114,Tim Burton,"['gorilla', 'space marine', 'space suit', 'revolution', 'chimp']",5.5,702,2001,123148811.669,446059453.537,False
9428,1.857978,Wes Anderson,"['child prodigy', 'terminal illness', 'dysfunctional family', 'cigarette smoking', 'family conflict']",7.3,679,2001,25861250.4506,87979050.4168,False
4133,1.846848,Ted Demme,"['1970s', 'war on drugs', 'drug addiction', 'drug traffic', 'drug smuggle']",7.3,788,2001,65268870.1848,102561157.855,False
853,1.839325,Jean-Jacques Annaud,"['winter', 'sniper', 'world war ii', 'stalingrad']",7.1,583,2001,86204168.1686,119425124.106,False
855,1.735123,Ridley Scott,"['prisoner of war', 'wound', 'somalia', 'warlord', 'famine']",7.1,1201,2001,113296906.736,213034699.518,False
8835,1.697753,Robert Luketic,"['harvard law school', 'reference to britney spears', 'black female judge', 'smart blonde', 'girl power']",6.1,480,2001,22166786.1005,174593832.437,False
9476,1.692141,Brian Helgeland,"['poetry', 'knight', 'tournament', 'duel', 'torture']",6.5,521,2001,80046727.5851,144684426.86,False
9398,1.581446,Ben Stiller,"['male model', 'time magazine', 'fashion show', 'fashion model', 'fictional awards show']",6.1,791,2001,34481667.2674,74851055.8225,False
11397,1.456526,Joel Gallen,"['underdog', 'ball', 'kiss', 'high school', 'school party']",5.3,223,2001,19703809.8671,81854960.9945,False
4248,1.450364,Keenen Ivory Wayans,"['sex', 'exorcism', 'secret door']",5.5,474,2001,55416965.2512,173911586.788,False
5175,1.447916,Brett Ratner,['duringcreditsstinger'],6.5,622,2001,110833930.502,427727597.784,False
2034,1.446063,Antoine Fuqua,"['police brutality', 'war on drugs', 'drug traffic', 'drug dealer', 'los angeles']",7.2,1029,2001,55416965.2512,129153834.663,False
1933,1.406682,Alejandro Amenábar,"['nanny', 'haunted house', 'channel islands', 'parallel universe', 'photosensitivity']",7.1,872,2001,20935297.9838,258547281.201,False
12589,1.213215,John A. Davis,"['showdown', 'gi', 'villain', 'genius', 'comic']",5.5,139,2001,30787202.9173,99672007.918,False
2294,1.20913,Kevin Smith,"['film making', 'jay and silent bob', 'self mocking', 'character is subject of comic', 'reference to prince valiant']",6.3,244,2001,27092738.5673,41609718.7564,False
9778,1.195555,Peter Chelsom,"['soulmates', 'new love', 'book', 'dollar', 'fate']",6.6,310,2001,34481667.2674,95460407.226,False
10992,1.134012,Lawrence Guterman,"['fight', 'governance', 'puppy', 'allergy']",5.0,182,2001,73889287.0016,114990388.851,False
1903,1.131878,Cameron Crowe,"['amnesia', 'ex-girlfriend', 'virtual reality']",6.3,628,2001,83741191.9352,250470325.016,False
2140,1.065364,Chris Nahon,"['paris', 'prostitute', 'drug']",6.3,152,2001,30787202.9173,79354442.8458,False
1535,1.063015,Tony Scott,"['spy', 'china', 'cia', 'cold war']",6.5,342,2001,113296906.736,176163833.238,False
9705,1.062734,Dominic Sena,"['female nudity', 'violence', 'shot through a window\xc2\xa0', 'two way mirror', 'police sniper']",6.0,606,2001,125611787.903,181127780.808,False
9889,1.061903,Bobby Farrelly|Peter Farrelly,"['overweight', 'hypnosis', 'overweight woman', 'oberfl\xc3\xa4chlichkeit', 'kompliment']",5.5,394,2001,49259524.6678,173725856.214,False
9989,0.976997,Peter Howitt,"['technology', 'garage', 'hacker', 'male friendship', 'microchip']",5.6,82,2001,36944643.5008,21961127.585,False
2114,0.974222,Hironobu Sakaguchi|Motonori Sakakibara,"['battle assignment', 'dystopia', 'alien', 'downfall', 'scientist']",5.6,257,2001,168713871.987,104838836.997,False
2057,0.945429,Michael Cristofer,"['women', 'sex', 'cuba', 'eroticism', 'lover (female)']",5.8,115,2001,51722500.9011,43597536.3834,False
10808,0.913069,Steve Carr,"['veterinarian', 'bear', 'forest', 'animal', 'animal protection']",4.9,233,2001,86204168.1686,216870406.934,False
8007,0.90472,John Moore,"['helicopter', 'war crimes', 'sniper', 'bosnia and herzegovina', 'fighter pilot']",5.9,270,2001,49259524.6678,112992977.932,False
8922,0.899764,Victor Salva,"['mass murder', 'song', 'brother', 'sister', 'aftercreditsstinger']",6.0,384,2001,12314881.1669,72926003.4504,False
768,0.875299,Albert Hughes|Allen Hughes,"['loss of family', 'drug addiction', 'jack the ripper']",6.4,399,2001,43102084.0843,91817432.6256,False
2100,0.865407,Rod Lurie,"['prison', 'general']",7.1,154,2001,88667144.402,34041665.1837,False
2043,0.844235,Lee Tamahori,"['psychology', 'police operation', 'police', 'psychologist']",5.8,215,2001,73889287.0016,129526148.002,False
39939,0.813396,Jay Chandrasekhar,"['alcohol', 'radio', 'police chief', 'highway', 'cops']",6.7,224,2001,3694464.35008,22773124.0526,False
2018,0.798104,Adam Shankman,"['san francisco', 'marriage proposal', ""love of one's life"", 'wedding planer', ""man of one's dreams""]",5.4,245,2001,43102084.0843,116657057.775,False
9896,0.787835,Jerry Zucker,"['casino', 'running', 'preisgeld', 'millionaire', 'road movie']",5.9,261,2001,59111429.6013,105290428.616,False
5279,0.781747,Robert Altman,"['servant', 'money', 'shooting party']",6.6,107,2001,24383464.7105,108068062.378,False
11470,0.774598,James Isaac,"['places and planets', 'space marine', 'future', 'cryogenics', 'space']",4.3,138,2001,13546369.2836,19703809.8671,False
6073,0.746989,Gore Verbinski,"['kidnapping', 'pistol']",5.7,258,2001,70194822.6515,182069401.252,False
10866,0.742951,John Dahl,"['colorado', 'friendship', 'stalker', 'pokies', 'truck driver']",6.2,166,2001,28324226.684,45125219.5589,False
10950,0.731548,Jessie Nelson,"['foster parents', 'pro bono', 'new baby', 'social services', 'learning']",7.2,292,2001,27092738.5673,49593128.6411,False
12508,0.693522,Stephen Herek,"['rock star', 'success', 'discontentedness and displeasedness', 'heavy metal', 'relationship problems']",5.9,100,2001,70194822.6515,20925325.393,False
167,0.676114,Iain Softley,"['robbery', 'dream', 'hypnosis', 'investigation', 'murder']",7.0,330,2001,59111429.6013,61962496.9998,False
12103,0.65104,Gary Fleder,"['cemetery', 'diamant', 'suspense', 'psychiatrist', 'killer']",6.1,106,2001,61574405.8347,123173554.729,False
9290,0.635377,Simon Wincer,"['crocodile', 'traffic jam', 'los angeles', 'stolen painting']",4.8,75,2001,26045973.6681,48568258.3692,False
12149,0.625438,Bill Paxton,"['loss of mother', 'ax', 'serial killer', 'demon', 'fbi agent']",6.8,136,2001,13546369.2836,16145360.9165,False
5852,0.612923,Luis Mandoki,"['car crash', 'police officer']",5.6,51,2001,65268870.1848,36575197.0658,False
11313,0.589432,Scott Hicks,"['american football', 'billard', 'baseball bat', 'richard nixon', 'psychic power']",6.3,60,2001,38176131.6175,29784501.8945,False
2176,0.578315,Daniel Sackheim,"['california', 'loss of parents', 'siblings', 'suspense', 'psychological thriller']",5.3,108,2001,36944643.5008,29087267.8045,False
2749,0.572909,John Herzfeld,"['new york', 'female nudity', 'prison', 'prostitute', 'rape']",5.7,84,2001,73889287.0016,69406645.6271,False
20857,0.565877,Brian Robbins,['deportes'],6.4,62,2001,39407619.7342,49533812.7845,False
9397,0.561179,Ivan Reitman,"['grand canyon', 'governor', 'shampoo', 'high school teacher', 'fire truck']",5.4,362,2001,98519049.3355,121149234.562,False
8489,0.554186,Michael Mann,"['usa', 'transporter', 'boxer', 'biography', 'muhammad']",6.7,253,2001,131769228.486,108018533.157,False
10972,0.530703,Brad Anderson,"['schizophrenia', 'lunatic asylum', 'psychology', 'supernatural powers', 'supernatural']",6.0,94,2001,1847232.17504,460535.916536,False
11371,0.526992,Frank Oz,"['quebec', 'jewel', 'scepter', 'customs house', 'jewelry heist']",6.6,217,2001,83741191.9352,87521717.6008,False
1365,0.522846,Marc Forster,"['southern u.s.', 'waitress', 'parents kids relationship', 'overweight child', 'loss of child']",6.4,107,2001,4925952.46678,55305498.3358,False
10956,0.521071,Dennie Gordon,"['parents kids relationship', 'loss of parents', 'looking for  birth parents', 'meteorite', 'janitor']",5.5,122,2001,21797339.6655,38160978.1562,False
10877,0.510452,Andrzej Bartkowiak,"['corruption', 'scandal', 'shadowing', 'police']",5.0,52,2001,61574405.8347,98468064.496,False
2575,0.509878,John Boorman,"['dancing', 'spy', 'birthday', 'map', 'fireworks']",5.7,45,2001,25861250.4506,34492088.1199,False
1921,0.499611,Pat O'Connor,"['workaholic', 'dogsitter']",6.5,157,2001,49259524.6678,80975550.4044,False
8386,0.499301,Jesse Dylan,"['carpet', 'pimp', 'harvard university', 'joint', 'cannabis']",6.5,126,2001,14777857.4003,38367547.9729,False
10646,0.493288,Gregory Poirier,"['compulsive gambling', 'roulette', 'stag night', 'group of friends']",4.8,37,2001,13546369.2836,28854709.894,False
11086,0.472538,Frank Darabont,"['california', 'falsely accused person', 'prosecution', 'anti-communism', 'hollywood']",6.5,82,2001,88667144.402,45956129.221,False
12138,0.471789,Demian Lichtenstein,"['casino', 'submachine gun', 'hold-up robbery', 'elvis', 'reference to elvis presley']",5.4,85,2001,76352263.235,23053673.0549,False
23949,0.467091,Richard Linklater,"['shyness', 'alcohol', 'sex', 'jealousy', 'michigan']",6.6,28,2001,123148.811669,604014.134035,False
10016,0.451722,John Carpenter,"['climbing up a wall', 'hung upside down', 'flashback within a flashback', 'cavern', 'battering']",4.6,135,2001,34481667.2674,17254173.113,False
10878,0.447612,Dennis Dugan,"['female nudity', 'harassment', 'class differences', 'gay marriage', 'homosexual']",5.2,75,2001,27092738.5673,23831227.2629,False
11091,0.443923,Penny Marshall,"['baby', 'becoming an adult', 'puberty', 'dream', 'drug addiction']",6.4,54,2001,59111429.6013,44017459.0533,False
12610,0.439101,Bobby Farrelly|Peter Farrelly,"['cold', 'flu', 'lethal virus', 'construction worker']",5.6,128,2001,92361608.752,16744434.3202,False
24940,0.421293,Mark Waters,['supermodel'],5.3,43,2001,17240833.6337,12837610.9278,False
9799,0.414311,Rob Cohen,"['street gang', 'car race', 'undercover', 'auto-tuning', 'los angeles']",6.4,2505,2001,46796548.4344,255267690.419,False
441,0.40848,Michel Gondry,"['individual', 'human evolution', 'philosophy', 'sexuality', 'mentally disabled']",5.7,30,2001,7388928.70016,868578.420609,False
9816,0.405522,Thomas Carter,"['ballet dancer', 'musical', 'ballet']",6.4,194,2001,16009345.517,112112555.058,False
10054,0.386262,Robert Rodriguez,"['double life', 'parents kids relationship', 'brother sister relationship', 'loss of parents', 'secret agent']",5.5,467,2001,43102084.0843,182179184.723,False
5955,0.38279,Sean Penn,"['promise', 'murder', 'drawing', 'porcupine', 'pledge']",6.1,84,2001,43102084.0843,36205750.6308,False
3172,0.381751,Barry Levinson,['prison'],6.1,173,2001,92361608.752,83287884.8539,False
11090,0.380227,Luke Greenfield,"['dream', 'employee', 'car crash', 'scientist', 'police officer']",4.5,145,2001,27092738.5673,104396624.393,False
7501,0.379856,Brian Koppelman|David Levien,"['montana', 'sheriff', 'pile of dead bodies', 'money', 'mobster']",5.7,46,2001,18472321.7504,14777857.4003,False
10691,0.541416,John Stockwell,"['lovesickness', 'jealousy', 'parents kids relationship', ""love of one's life"", 'cutting the cord']",6.6,57,2001,16009345.517,20848013.8005,False
10477,0.20867,Renny Harlin,"['competition', 'running', 'career', 'idol', 'racing car']",4.8,90,2001,115759882.969,67417494.2985,False
14369,0.348262,Brendan Malloy|Emmett Malloy,"['manager', 'alcohol', 'races', 'mountains', 'gondola']",6.1,28,2001,29555714.8007,18204689.8269,False
13496,0.328665,Les Mayfield,"['sheriff', 'horse', 'outlaw', 'jesse james', 'cole younger']",5.8,26,2001,43102084.0843,16845418.8088,False
9740,0.324227,Ridley Scott,"['venice', 'brain', 'suspense', 'serial killer', 'fbi agent']",6.3,772,2001,107139466.152,433104848.775,False
11456,0.323191,Harold Becker,"['menace', 'adoption', 'dangerous', 'adoptive father', 'threat to death']",5.4,50,2001,92361608.752,66807360.9,False
19405,0.501163,Chuck Sheetz,"['holiday', 'elementary school', 'friends', 'based on tv series', 'summer']",6.5,42,2001,12314881.1669,54753008.4331,False
26602,0.299969,Mike Tollin,"['beach', 'baseball', 'sport', 'bikini', 'party']",4.8,35,2001,41870595.9676,24252792.738,False
2171,0.274314,David Wain,"['adolescence', 'summer camp', 'independent film']",6.5,163,2001,6157440.58347,363542.680977,False
4012,0.353327,Henry Bean,"['bomb', 'jewry', 'world war ii', 'jewish life', 'jew']",6.8,78,2001,1847232.17504,513438.183053,False
23685,0.263042,Henry Selick,"['parallel worlds', 'organ donation', 'horniness agent', 'aftercreditsstinger']",4.0,37,2001,92361608.752,6661755.90255,False
50035,0.251798,Nicole Holofcener,['woman director'],6.3,10,2001,307872.029173,5156155.77192,False
331,0.167033,Joe Johnston,"['exotic island', 'dna', 'paleontology', 'tyrannosaurus rex', 'velociraptor']",5.6,1366,2001,114528394.853,454149183.948,False
1722,0.20688,John Madden,"['officer', 'greek island', 'mandolin', 'italian soldier', 'resistance fighter']",5.6,67,2001,70194822.6515,76491292.086,False
15647,0.195196,Charles Herman-Wurmfeld,"['based on play', 'independent film', 'gay romance', 'lesbian', 'bisexual']",5.9,22,2001,1231488.11669,12331412.6634,False
11370,0.191566,Peter Hyams,"['loss of family', 'queen', 'power', 'power takeover', 'kingdom']",5.1,32,2001,49259524.6678,33316451.6837,False
35080,0.189393,Peter Bogdanovich,"['sex', 'blackmail', 'yacht', 'kiss', 'party']",5.7,19,2001,8620416.81686,4491229.77265,False
18734,0.185009,Michael Cuesta,['independent film'],5.2,13,2001,862041.681686,2053127.13625,False
20794,0.164669,David Atkins,"['murder', 'independent film', 'drug', 'dentist']",5.9,12,2001,7388928.70016,2494056.53048,False
16723,0.26321,Francine McDougall,"['rebel', 'american football', 'robbery', 'bank', 'mask']",5.4,31,2001,13546369.2836,16350409.8454,False
11380,0.148963,Ernest R. Dickerson,"['black people', 'drug dealer', 'dying and death', 'skeleton', 'crack']",4.0,17,2001,12314881.1669,9010377.38091,False
13408,0.12891,DJ Pooh,"['sex', 'fight', 'surprise during end credits', 'illegal drug', 'black american stereotype']",5.6,15,2001,8620416.81686,12597299.5682,False
19058,0.128169,Dick Maas,"['new york', 'terrorist', 'secret', 'nightmare', 'investigation']",3.7,10,2001,18472321.7504,200940.684513,False
16161,0.089976,John Singleton,"['single parent', 'intolerance', 'condom', 'bootlegger', 'fistfight']",7.4,29,2001,19703809.8671,36183151.5924,False
155,8.466668,Christopher Nolan,"['dc comics', 'crime fighter', 'secret identity', 'scarecrow', 'sadism']",8.1,8432,2008,187365527.255,1014733032.48,False
10681,5.678119,Andrew Stanton,"['future', 'garbage', 'plants', 'dystopia', 'lonelyness']",7.6,4209,2008,182301594.086,527977683.854,False
1726,4.977955,Jon Favreau,"['middle east', 'arms dealer', 'malibu', 'marvel comic', 'comic']",7.3,6220,2008,141790128.733,592656630.491,False
8681,3.647612,Pierre Morel,"['kidnapping', 'fbi agent', 'agent', 'missing daughter']",7.2,3075,2008,25319665.8452,229730967.41,False
217,3.16167,Steven Spielberg,"['saving the world', 'riddle', 'whip', 'treasure', 'mexico city']",5.6,1537,2008,187365527.255,796694459.895,False
8966,3.107665,Catherine Hardwicke,"['soulmates', 'vampire', 'forbidden love', 'immortality', 'trust']",5.8,2013,2008,37473105.4509,397636870.011,False
10764,3.086676,Marc Forster,"['killing', 'undercover', 'secret agent', 'james bond']",6.0,2149,2008,202557326.762,593584854.505,False
9502,3.036644,Mark Osborne|John Stevenson,"['china', 'martial arts', 'kung fu', 'mentor', 'snake']",6.8,1938,2008,131662262.395,639822446.35,False
13523,2.90047,Sean Anders,"['sex', 'jealousy', 'virgin', 'nudity', 'community']",5.9,167,2008,19242946.0424,18995761.2854,False
11631,2.543535,Phyllida Lloyd,"['single parent', 'greece', 'musical', 'daughter', 'singles']",6.2,805,2008,52664904.9581,617639458.694,False
4922,2.537342,David Fincher,"['diary', 'navy', 'funeral', 'tea', 'travel']",7.2,1899,2008,151917995.071,338201950.262,False
1724,2.349544,Louis Leterrier,"['new york', 'rio de janeiro', 'marvel comic', 'comic', 'superhero']",6.1,1868,2008,151917995.071,165805400.34,False
13223,2.245306,Clint Eastwood,"['rape', 'war veteran', 'immigration', 'priest', 'gang']",7.6,1809,2008,33421958.9157,273410085.005,False
10527,2.217084,Eric Darnell|Tom McGrath,"['africa', 'jealousy', 'dance', 'hunger', 'lion']",6.1,1147,2008,151917995.071,611622206.684,False
11253,2.188028,Guillermo del Toro,"['auction', 'northern ireland', 'resignation', 'superhero', 'rebellion']",6.4,927,2008,86086863.8738,162438886.429,False
8247,2.017536,Doug Liman,"['adolescence', 'based on novel', 'loss of child', 'fight', 'chase']",5.9,1082,2008,86086863.8738,225072774.796,True
88751,1.996757,Eric Brevig,"['volcano', 'prehistoric', 'dinosaur', 'prehistoric creature', '3d']",5.7,704,2008,45575398.5214,103002486.999,False
8909,1.982998,Timur Bekmambetov,"['assassin', 'loss of father', 'secret society', 'mission of murder', 'revenge']",6.3,1670,2008,75958997.5357,261572412.016,False
12405,1.929591,Danny Boyle|Loveleen Tandan,"['slum', 'cheating', 'suspicion', 'game show', 'orphan']",7.5,1547,2008,15191799.5071,382742747.739,False
2253,1.845165,Bryan Singer,"['berlin', 'suicide', 'bomb', 'assassination', 'resistance']",6.6,725,2008,75958997.5357,202836855.873,False
7840,1.841839,Roland Emmerich,"['indigenous', 'lover (female)', 'pyramid', 'mammoth', 'sapient']",5.2,586,2008,106342596.55,269401244.593,False
8960,1.800286,Peter Berg,"['flying', 'alcohol', ""love of one's life"", 'forbidden love', 'lovers']",6.0,1764,2008,151917995.071,632008606.053,False
12162,1.742288,Kathryn Bigelow,"['sniper', 'explosive', 'loyalty', 'us army', 'iraq']",7.2,1207,2008,15191799.5071,42537038.62,False
9029,1.682909,Tom Vaughan,"['casino', 'hotel', 'roommate', 'fictitious marriage', 'romantic comedy']",5.8,573,2008,35447532.1833,172173727.748,False
2454,1.628345,Andrew Adamson,"['based on novel', 'fictional place', 'lion', 'human being', 'wretch']",6.1,891,2008,227876992.607,425017341.946,True
7446,1.622426,Ben Stiller,"['southeast asia', 'thunder', 'land mine', 'animal skinning', 'theatrical agent']",6.4,970,2008,93176370.3104,190477465.092,False
13027,1.611632,D.J. Caruso,"['artificial intelligence', 'washington d.c.', 'secret identity', 'hostage', 'technology']",6.2,645,2008,81022930.7047,180343441.011,False
14574,1.61062,Mark Herman,"['nationalism', 'concentration camp', 'world war ii', 'gas chamber', 'nazis']",7.6,746,2008,12659832.9226,20677622.1147,False
7555,1.605544,Sylvester Stallone,"['missionary', 'river', 'boat', 'pastor', 'snake']",6.2,570,2008,50639331.6905,114692303.267,False
10483,1.583079,Paul W.S. Anderson,"['car race', 'dystopia', 'matter of life and death', 'prison guard', 'car set on fire']",5.9,743,2008,45575398.5214,74705690.2809,False
8328,1.561177,Jon M. Chu,"['underdog', 'competition', 'street gang', 'hip-hop', 'breakdance']",6.4,369,2008,23294092.5776,152745137.915,False
10200,1.559851,Scott Derrickson,"['extraterrestrial technology', 'spacecraft', 'ultimatum', 'evacuation', 'panic']",5.1,585,2008,81022930.7047,236074344.818,False
11321,1.531599,Gabriele Muccino,"['vegetarian', 'tax collector', 'pianist', 'blind', 'organ transplant']",7.4,1235,2008,55703264.8595,170317989.683,False
7191,1.499784,Matt Reeves,"['helicopter', 'monster', 'skyscraper', 'hero', 'fight']",6.4,1373,2008,25319665.8452,172947523.068,False
13053,1.480497,Chris Williams|Byron Howard,"['hamster', 'kids and family', 'title spoken by character', 'duringcreditsstinger']",6.3,1119,2008,151917995.071,313943594.671,False
9870,1.475988,Nicholas Stoller,"['hawaii', 'one-night stand', 'beauty']",6.3,750,2008,30383599.0143,106517925.108,False
6972,1.468543,Baz Luhrmann,"['missionary', 'world war ii', 'ranch', 'australia', 'british']",6.3,411,2008,131662262.395,50187630.8774,False
10201,1.462377,Peyton Reed,"['bungee-jump', 'scooter']",6.3,1032,2008,70895064.3666,228880641.88,False
14306,1.462242,David Frankel,"['journalist', 'based on novel', 'puppy', 'dog', 'duringcreditsstinger']",6.8,820,2008,60767198.0286,247203367.961,True
12113,1.446456,Ridley Scott,"['terror', 'falsely accused person', 'dying and death', 'injection', 'jordan']",6.5,530,2008,70895064.3666,114728569.131,False
4944,1.435434,Ethan Coen|Joel Coen,"['blackmail', 'paranoia', 'fitness-training', 'plastic surgery', 'autobiography']",6.3,738,2008,37473105.4509,165813497.57,False
6557,1.400898,Anne Fletcher,"['lovesickness', 'newspaper', 'bar', 'sister sister relationship', 'new love']",6.1,610,2008,30383599.0143,162308496.227,False
2309,1.380024,Iain Softley,"['book', 'fairy tale', 'eavesdropping', 'adventure', ""writer's block""]",5.8,302,2008,60767198.0286,58225482.3599,False
8065,1.377239,Robert Luketic,"['gambling', 'card game', 'professor', 'harvard university', 'cohabitant']",6.5,907,2008,35447532.1833,70716002.677,False
8848,1.354387,Roger Donaldson,"['infidelity', 'subway', 'car dealer', 'vault', 'mannequin']",6.4,413,2008,20255732.6762,65651661.3549,False
12133,1.351237,Adam McKay,"['becoming an adult', 'autonomy', 'childhood trauma', 'hostility', 'step brother']",6.6,678,2008,65831131.1976,129745707.506,False
8676,1.34132,Andy Tennant,"['helicopter', 'cemetery', 'boat', 'mexican standoff', 'sword']",5.3,281,2008,70895064.3666,112653311.589,False
8456,1.300453,Jeff Wadlow,"['rebel', 'martial arts', 'underground', 'fight', 'training']",6.5,276,2008,20255732.6762,42159705.7166,False
10189,1.273395,David Gordon Green,"['marijuana', 'stoner', 'roach', 'lollipop', 'painting toenails']",6.6,719,2008,27345239.1128,102924282.653,False
12163,1.254928,Darren Aronofsky,"['supermarket', 'heart attack', 'ambition', 'daughter', 'wrestling']",7.0,539,2008,6076719.80286,45275608.6139,False
10202,1.22837,Adam Shankman,"['wishes come true', 'escapade', 'disorder', 'imaginary', 'miraculous event']",5.8,599,2008,81022930.7047,215596389.537,False
