id,popularity,original_title,release_year,budget_adj,revenue_adj,production_company
14001,0.258046,Dead Silence,2007,21033371.6526,23365348.9294,Universal Pictures
152,1.823058,Star Trek: The Motion Picture,1979,105159390.088,417633006.348,Paramount Pictures
10734,0.567776,Escape from Alcatraz,1979,24036432.02,129195822.108,Paramount Pictures
29723,0.426947,The Concorde... Airport '79,1979,42063756.035,39106337.4757,Universal Pictures
90,2.108338,Beverly Hills Cop,1984,31485630.5879,664053942.862,Paramount Pictures
157,0.82288,Star Trek III: The Search for Spock,1984,37782756.7055,182616657.41,Paramount Pictures
1788,0.791148,Footloose,1984,17212144.7214,167997673.422,Paramount Pictures
15144,0.606839,Sixteen Candles,1984,13643773.2548,49717966.4145,Universal Pictures
11884,0.550313,The Last Starfighter,1984,31485630.5879,60312383.6344,Universal Pictures
8764,0.44653,Top Secret!,1984,18891378.3527,42942915.7121,Paramount Pictures
14746,0.297597,Streets of Fire,1984,30436109.5683,16979759.7772,Universal Pictures
11221,0.174241,Best Defense,1984,37782756.7055,40438678.7958,Paramount Pictures
111,3.178818,Scarface,1983,54732799.944,144242170.747,Universal Pictures
1621,1.115139,Trading Places,1983,88886067.109,197913804.597,Paramount Pictures
17692,1.065331,Jaws 3,1983,44880895.954,192631115.159,Universal Pictures
11336,0.449475,The Dead Zone,1983,21893119.9776,45464601.5616,Paramount Pictures
535,0.343668,Flashdance,1983,8757247.99103,203433504.574,Paramount Pictures
232,0.311401,Rumble Fish,1983,21893119.9776,5461194.99217,Universal Pictures
10805,0.307082,Staying Alive,1983,48164863.9507,142070300.998,Paramount Pictures
10576,0.277865,Psycho II,1983,10946559.9888,76023859.1222,Universal Pictures
837,0.252008,Videodrome,1983,13030785.0107,4642302.54321,Universal Pictures
26198,0.148192,The Keep,1983,13135871.9865,8016728.53297,Paramount Pictures
63,2.206907,Twelve Monkeys,1995,42213522.5797,241604445.842,Universal Pictures
524,1.552666,Casino,1995,74410277.0896,166152961.486,Universal Pictures
9598,1.357131,Babe,1995,42929006.0132,363658635.985,Universal Pictures
8839,1.276005,Casper,1995,71548343.3553,412015705.72,Universal Pictures
9804,1.232098,Waterworld,1995,250419201.744,378087518.506,Universal Pictures
9271,0.726743,Virtuosity,1995,42929006.0132,34411891.2202,Paramount Pictures
2086,0.508901,Nick of Time,1995,11690087.7784,11698649.2531,Paramount Pictures
28313,0.443718,Losing Isaiah,1995,24326436.7408,10880737.2112,Paramount Pictures
11863,0.407454,Jade,1995,71548343.3553,14097327.4977,Paramount Pictures
12158,0.378093,Vampire in Brooklyn,1995,20033536.1395,28333143.9687,Paramount Pictures
9091,0.376857,Sudden Death,1995,50083840.3487,92082962.5937,Universal Pictures
10329,0.327558,Congo,1995,71548343.3553,217506963.8,Paramount Pictures
11861,0.189446,How To Make An American Quilt,1995,14309668.6711,33733798.9509,Universal Pictures
20649,0.141747,Clockers,1995,35774171.6777,18704909.1608,Universal Pictures
8872,1.16983,Wayne's World,1992,31080485.0918,189120591.661,Paramount Pictures
1492,0.782091,1492: Conquest of Paradise,1992,73039139.9657,11175608.4704,Paramount Pictures
10906,0.776089,Pet Sematary II,1992,12432194.0367,26562086.5324,Paramount Pictures
9475,0.775666,Scent of a Woman,1992,48174751.8923,208387275.587,Universal Pictures
9869,0.685325,Patriot Games,1992,69931091.4565,276696484.766,Paramount Pictures
11066,0.410039,Boomerang,1992,62160970.1836,108937100.247,Paramount Pictures
16136,0.296309,Juice,1992,7770121.27294,31308740.1743,Paramount Pictures
10424,0.220131,Jennifer Eight,1992,31080485.0918,17701080.6374,Paramount Pictures
13937,0.47175,Raising Cain,1992,18648291.0551,57763170.1225,Universal Pictures
814,1.055415,An American Werewolf in London,1981,23981908.0486,76677951.7532,Universal Pictures
9725,0.61576,Friday the 13th Part 2,1981,2997738.50607,52095361.6592,Paramount Pictures
11281,0.564939,Halloween II,1981,5995477.01214,61234967.5405,Universal Pictures
848,0.29368,Dragonslayer,1981,43167434.4874,14389144.8291,Paramount Pictures
21610,0.251658,Nighthawks,1981,11990954.0243,47736848.9212,Universal Pictures
954,3.293387,Mission: Impossible,1996,111217339.117,636297139.643,Paramount Pictures
199,1.323991,Star Trek: First Contact,1996,63949969.9922,208532510.844,Paramount Pictures
9614,1.303236,Happy Gilmore,1996,16682600.8675,57284018.3603,Universal Pictures
8840,1.108366,DragonHeart,1996,79242354.1207,160246634.181,Universal Pictures
11228,1.056168,Daylight,1996,111217339.117,221339839.455,Universal Pictures
9103,1.049888,The Quest,1996,41706502.1688,79799201.2649,Universal Pictures
664,0.975473,Twister,1996,127899939.984,687422589.604,Universal Pictures
10061,0.891372,Escape from L.A.,1996,69510836.948,58774700.5021,Paramount Pictures
1592,0.759509,Primal Fear,1996,41706502.1688,142658735.295,Paramount Pictures
10723,0.618796,Bulletproof,1996,34755418.474,31435516.9514,Universal Pictures
2925,0.468045,The First Wives Club,1996,36145635.213,161821228.415,Paramount Pictures
36355,0.340804,Flipper,1996,35492233.3457,27915579.9227,Universal Pictures
9826,0.347219,The Phantom,1996,62559753.2532,24051985.4867,Paramount Pictures
955,1.956406,Mission: Impossible II,2000,158286514.293,691886948.732,Paramount Pictures
3981,1.767681,What Women Want,2000,88640448.004,473734704.458,Paramount Pictures
3536,1.229505,U-571,2000,78510111.0893,161662974.581,Universal Pictures
134,1.161107,"O Brother, Where Art Thou?",2000,32923594.9729,89906740.1184,Universal Pictures
5994,0.911808,The Family Man,2000,75977526.8606,157963714.906,Universal Pictures
11478,0.848261,The Skulls,2000,18994381.7151,44329315.9794,Universal Pictures
479,0.664636,Shaft,2000,58249437.2598,135742080.103,Paramount Pictures
889,0.632783,The Flintstones in Viva Rock Vegas,2000,105102245.49,75304207.6861,Universal Pictures
10479,0.458778,Rules of Engagement,2000,75977526.8606,89906740.1184,Paramount Pictures
1831,0.285304,The Next Best Thing,2000,31657302.8586,30850386.0671,Paramount Pictures
17711,0.104908,The Adventures of Rocky & Bullwinkle,2000,96238200.6901,44490945.5049,Universal Pictures
601,2.900556,E.T. the Extra-Terrestrial,1982,23726245.2268,1791694309.25,Universal Pictures
1091,2.355353,The Thing,1982,22596424.0255,31144285.1723,Universal Pictures
9387,1.176922,Conan the Barbarian,1982,45192848.051,155579712.388,Universal Pictures
150,1.161942,48 Hrs.,1982,2259642.40255,178214624.903,Paramount Pictures
154,0.946056,Star Trek II: The Wrath of Khan,1982,27115708.8306,218733384.567,Paramount Pictures
13342,0.925383,Fast Times at Ridgemont High,1982,10168390.8115,61220220.4552,Universal Pictures
9037,0.475775,Grease 2,1982,29827279.7137,34282110.4789,Paramount Pictures
9728,0.336314,Friday the 13th Part III,1982,9038569.6102,82906431.1456,Paramount Pictures
10676,0.310497,Halloween III: Season of the Witch,1982,5649106.00638,32538850.5967,Universal Pictures
37165,4.18054,The Truman Show,1998,80261728.1447,353309720.779,Paramount Pictures
857,2.170136,Saving Private Ryan,1998,93638682.8355,644556400.786,Paramount Pictures
8656,1.283006,Deep Impact,1998,100327160.181,187898944.598,Paramount Pictures
297,1.22669,Meet Joe Black,1998,120392592.217,191210324.12,Universal Pictures
1878,1.090942,Fear and Loathing in Las Vegas,1998,24747366.1779,14286955.476,Universal Pictures
11551,0.968861,Small Soldiers,1998,53507818.7631,73148595.3596,Universal Pictures
200,0.931643,Star Trek: Insurrection,1998,93638682.8355,157848065.351,Paramount Pictures
1389,0.884735,Out of Sight,1998,64209382.5158,103999894.055,Universal Pictures
10312,0.792566,Patch Adams,1998,66884773.4539,270606298.432,Universal Pictures
9429,0.669113,A Night at the Roxbury,1998,22740822.9743,40573861.9924,Paramount Pictures
8688,0.576682,Snake Eyes,1998,97651769.2427,138975067.095,Paramount Pictures
10215,0.562005,Sliding Doors,1998,8026172.81447,77586337.2065,Paramount Pictures
11568,0.497373,Blues Brothers 2000,1998,37455473.1342,18796472.7111,Universal Pictures
11258,0.492559,Hard Rain,1998,93638682.8355,26580767.4439,Paramount Pictures
9422,0.488243,A Civil Action,1998,93638682.8355,75851213.7513,Paramount Pictures
9490,0.262171,Half Baked,1998,10701563.7526,23356189.644,Universal Pictures
165,2.566875,Back to the Future Part II,1989,70359397.5617,583982999.762,Universal Pictures
172,1.190512,Star Trek V: The Final Frontier,1989,52769548.1713,123480742.721,Paramount Pictures
8913,0.836515,Pet Sematary,1989,20228326.799,101087926.908,Paramount Pictures
2604,0.724013,Born on the Fourth of July,1989,24625789.1466,283199561.942,Universal Pictures
2616,0.720081,Uncle Buck,1989,26384774.0856,139414574.633,Universal Pictures
9942,0.602613,Major League,1989,19348834.3295,87592433.3393,Paramount Pictures
10345,0.547658,K-9,1989,32714340.67,137636432.589,Universal Pictures
10283,0.498792,Friday the 13th Part VIII: Jason Takes Manhattan,1989,8794924.69522,24625789.1466,Paramount Pictures
11352,0.494235,Always,1989,54528533.1103,130401979.069,Universal Pictures
9085,0.452278,Harlem Nights,1989,52769548.1713,107060389.647,Paramount Pictures
4105,0.382943,Black Rain,1989,52769548.1713,80723709.7274,Paramount Pictures
925,0.307623,Do the Right Thing,1989,11433402.1038,65602126.0499,Universal Pictures
14628,0.233923,Fletch Lives,1989,14152370.6632,61830009.2329,Universal Pictures
183,0.178696,The Wizard,1989,10553909.6343,25116370.0461,Universal Pictures
1598,1.287839,Cape Fear,1991,56038249.4676,291879225.084,Universal Pictures
174,1.28293,Star Trek VI: The Undiscovered Country,1991,43229506.7321,155145896.383,Paramount Pictures
37137,1.259634,The Naked Gun 2½: The Smell of Fear,1991,36825135.3644,139183658.798,Paramount Pictures
2924,1.020069,Backdraft,1991,120081963.145,243956250.779,Universal Pictures
2907,0.983036,The Addams Family,1991,48032785.2579,306613163.481,Paramount Pictures
11187,0.583385,Child's Play 3,1991,20814206.9451,32918877.1088,Universal Pictures
1633,0.474911,Fried Green Tomatoes,1991,17612021.2612,191200107.145,Universal Pictures
1496,0.363923,Cool as Ice,1991,9606557.05158,1910203.02818,Universal Pictures
1713,0.329328,Jungle Fever,1991,22415299.787,52007789.6369,Universal Pictures
21219,0.211558,Mobsters,1991,36825135.3644,32416990.5411,Universal Pictures
37136,1.905883,The Naked Gun: From the Files of Police Squad!,1988,22126692.2771,145217807.783,Paramount Pictures
9602,1.279955,Coming to America,1988,71911749.9005,532427775.711,Paramount Pictures
9493,1.144528,Twins,1988,27658365.3464,399413325.505,Universal Pictures
12144,1.101103,The Land Before Time,1988,22679859.584,155736595.742,Universal Pictures
8337,0.540362,They Live,1988,7375564.09236,23987045.5592,Universal Pictures
15158,0.538522,Phantasm II,1988,5531673.06927,13428783.5814,Universal Pictures
10281,0.485136,Friday the 13th Part VII: The New Blood,1988,5162894.86465,35347392.7565,Paramount Pictures
9013,0.370575,Midnight Run,1988,55316730.6927,70830503.2679,Universal Pictures
11051,0.35363,The Last Temptation of Christ,1988,12907237.1616,15439978.2126,Universal Pictures
2617,0.320295,The Great Outdoors,1988,44253384.5542,80126708.5033,Universal Pictures
11503,0.167846,The Serpent and the Rainbow,1988,12907237.1616,36131101.7581,Universal Pictures
19382,0.154945,Biloxi Blues,1988,36877820.4618,95301135.0624,Universal Pictures
580,1.285867,Jaws: The Revenge,1987,44138850.0755,99563837.1553,Universal Pictures
96,1.07467,Beverly Hills Cop II,1987,38381608.7613,575657032.691,Paramount Pictures
117,1.016148,The Untouchables,1987,47977010.9516,146369136.274,Paramount Pictures
10998,0.865813,Fatal Attraction,1987,26867126.1329,614385336.767,Paramount Pictures
10023,0.5137,Dragnet,1987,38381608.7613,127951840.293,Universal Pictures
10021,0.397728,The Secret of My Success,1987,23028965.2568,213011939.175,Universal Pictures
8852,0.356749,Prince of Darkness,1987,5757241.31419,27217342.9602,Universal Pictures
805,0.724527,Rosemary's Baby,1968,20060683.5678,209354710.499,Paramount Pictures
240,3.264571,The Godfather: Part II,1974,57489690.5507,210247939.768,Paramount Pictures
829,1.650848,Chinatown,1974,26533703.3311,132668516.655,Paramount Pictures
592,0.761779,The Conversation,1974,7075654.22162,19546494.7872,Paramount Pictures
27932,0.463337,Airport 1975,1974,13266851.6655,207847342.76,Universal Pictures
5121,0.415866,The Sugarland Express,1974,13266851.6655,56605233.773,Universal Pictures
11034,0.372231,The Great Gatsby,1974,28744845.2753,117337342.871,Paramount Pictures
13939,0.400179,Death Wish,1974,13266851.6655,97290245.5473,Paramount Pictures
11123,0.186995,Earthquake,1974,30955987.2196,352308556.014,Universal Pictures
578,2.563191,Jaws,1975,28362748.2044,1907005841.92,Universal Pictures
595,0.810805,To Kill a Mockingbird,1962,14416897.7575,94645823.677,Universal Pictures
11697,0.507078,The Man Who Shot Liberty Valance,1962,23067036.412,57667591.0301,Paramount Pictures
506,0.663446,Marnie,1964,15010752.794,49211871.872,Universal Pictures
15393,0.560488,Play Misty for Me,1971,3904266.31297,57083066.093,Universal Pictures
196,2.441201,Back to the Future Part III,1990,66755941.6126,408091726.335,Universal Pictures
242,1.761161,The Godfather: Part III,1990,90120521.177,228248681.236,Paramount Pictures
251,1.513223,Ghost,1990,36715767.8869,842793762.859,Paramount Pictures
11186,1.198347,Child's Play 2,1990,21695681.0241,59685828.1809,Universal Pictures
1669,1.072912,The Hunt for Red October,1990,50.0669562094,333.779708063,Paramount Pictures
2119,1.0198,Days of Thunder,1990,100133912.419,263553680.789,Paramount Pictures
9362,0.85552,Tremors,1990,18357883.9435,81061739.9002,Universal Pictures
11595,0.644448,Another 48 Hrs.,1990,63418144.532,256207591.619,Paramount Pictures
9399,0.635353,Lionheart,1990,10013391.2419,40184066.1578,Universal Pictures
41823,0.465917,Mo' Better Blues,1990,16688985.4031,26958707.7785,Universal Pictures
9556,0.429512,Darkman,1990,26702376.645,81573260.6406,Universal Pictures
19158,0.369847,Graveyard Shift,1990,17523434.6733,19330669.8825,Paramount Pictures
20701,0.317091,Tales from the Darkside: The Movie,1990,5.00669562094,26.702376645,Paramount Pictures
32669,0.255318,The Two Jakes,1990,31709072.266,16688985.4031,Paramount Pictures
18973,0.055821,Cinderfella,1960,22118902.3716,52348068.9461,Paramount Pictures
10730,0.88683,King Kong,1976,91960752.6834,201602665.176,Paramount Pictures
5854,0.600495,Family Plot,1976,7663396.05695,30270414.425,Universal Pictures
10518,0.522601,Marathon Man,1976,24906037.1851,83182409.1342,Paramount Pictures
23479,0.017498,The Bad News Bears,1976,134109430.997,135348188.316,Paramount Pictures
424,2.377288,Schindler's List,1993,33208339.1574,484941026.518,Universal Pictures
329,2.204926,Jurassic Park,1993,95096607.587,1388863311.76,Universal Pictures
867,1.038971,Sliver,1993,60378798.4679,175551356.546,Paramount Pictures
6075,0.885824,Carlito's Way,1993,45284098.851,55119823.235,Universal Pictures
1587,0.787932,What's Eating Gilbert Grape,1993,16604169.5787,45284098.851,Paramount Pictures
37233,0.743875,The Firm,1993,63397738.3913,407931792.185,Paramount Pictures
7984,0.683387,In the Name of the Father,1993,19623109.5021,99318386.763,Universal Pictures
2019,0.595221,Hard Target,1993,27170459.3106,111987088.9,Universal Pictures
7305,0.519349,Alive,1993,48303038.7744,55448732.2113,Paramount Pictures
10438,0.475609,Beethoven's 2nd,1993,22642049.4255,178484356.306,Universal Pictures
4478,0.410092,Indecent Proposal,1993,57359858.5446,402445913.427,Paramount Pictures
15613,0.23906,Fire in the Sky,1993,30016643.4158,29773289.6875,Paramount Pictures
10423,0.140785,Dragon: The Bruce Lee Story,1993,21132579.4638,95872087.2136,Universal Pictures
2984,0.114342,A Countess from Hong Kong,1967,22878673.0893,13073527.4796,Universal Pictures
4808,0.920094,Charade,1963,28480717.4862,95941483.5179,Universal Pictures
744,1.469796,Top Gun,1986,29841096.1629,709881085.221,Paramount Pictures
9377,1.36519,Ferris Bueller's Day Off,1986,11936438.4652,139529742.123,Paramount Pictures
168,0.971594,Star Trek IV: The Voyage Home,1986,47745753.8607,264591052.645,Paramount Pictures
10658,0.969383,Howard the Duck,1986,73608037.2019,75523385.9697,Universal Pictures
9671,0.680643,Crocodile Dundee,1986,9947032.05431,652930158.904,Paramount Pictures
10136,0.642842,The Golden Child,1986,49735160.2716,158790319.548,Paramount Pictures
10466,0.566943,The Money Pit,1986,19894064.1086,109416658.295,Universal Pictures
10225,0.541302,Friday the 13th Part VI: Jason Lives,1986,5968219.23259,38737835.0285,Paramount Pictures
9277,0.863156,The Sting,1973,27011377.6834,783901253.279,Universal Pictures
9040,0.50142,Serpico,1973,14733478.7364,146352555.448,Paramount Pictures
9062,0.396028,Love Story,1970,12356010.3566,766072642.108,Paramount Pictures
10671,0.336237,Airport,1970,56163683.439,564384086.582,Universal Pictures
621,1.697618,Grease,1978,20056204.1695,607749015.324,Paramount Pictures
579,1.5627,Jaws 2,1978,66854013.8983,628040000.762,Universal Pictures
8469,1.15793,Animal House,1978,9025291.87627,471320797.983,Universal Pictures
11778,0.959754,The Deer Hunter,1978,50140510.4237,167135034.746,Universal Pictures
24961,0.277769,The Wiz,1978,80224816.6779,70360684.0904,Universal Pictures
5780,0.40273,Torn Curtain,1966,20154044.0769,87334190.9999,Universal Pictures
6644,0.395668,El Dorado,1966,31258922.3633,40308088.1538,Paramount Pictures
277216,3.202719,Straight Outta Compton,2015,25759988.6656,185504110.098,Universal Pictures
100042,1.805954,Dumb and Dumber To,2014,36843642.0309,156435350.001,Universal Pictures
38985,0.219941,Sorcerer,1977,79151182.7165,43173372.3908,Universal Pictures
20829,0.604388,Funny People,2009,76230032.5594,62466935.9857,Universal Pictures
20662,2.11831,Robin Hood,2010,200000000.0,310669540.0,Universal Pictures
39451,1.903671,Little Fockers,2010,100000000.0,310650585.0,Universal Pictures
6522,0.383326,Life,1999,104724227.728,96012518.996,Universal Pictures
10397,0.35206,Angela's Ashes,1999,32.7263211649,17.0176870057,Universal Pictures
634,2.717399,Bridget Jones's Diary,2001,30787202.9173,347193192.284,Universal Pictures
1722,0.20688,Captain Corelli's Mandolin,2001,70194822.6515,76491292.086,Universal Pictures
217,3.16167,Indiana Jones and the Kingdom of the Crystal Skull,2008,187365527.255,796694459.895,Paramount Pictures
44564,0.747362,The Dilemma,2011,67857862.9814,65058885.1147,Universal Pictures
10601,1.650018,Peter Pan,2003,118535264.478,144583401.886,Universal Pictures
10159,0.754774,The Rundown,2003,100754974.807,95914577.7987,Universal Pictures
584,0.723225,2 Fast 2 Furious,2003,90086801.0035,280158881.112,Universal Pictures
11775,0.548853,Intolerable Cruelty,2003,71121158.687,142172162.278,Universal Pictures
1624,1.087383,Liar Liar,1997,61130714.4482,245881318.114,Universal Pictures
11015,0.636839,The Relic,1997,81507619.2643,46128704.6062,Universal Pictures
152532,1.765514,Dallas Buyers Club,2013,4680166.7637,51667435.7741,Universal Pictures
254,1.508329,King Kong,2005,231128600.958,614109809.31,Universal Pictures
612,0.869394,Munich,2005,78159430.2758,145553974.502,Universal Pictures
1581,2.606305,The Holiday,2006,91941878.4548,210026294.296,Universal Pictures
388,1.747256,Inside Man,2006,48675112.1231,199434107.473,Universal Pictures
9975,1.057194,Curious George,2006,54083457.9146,75538165.5605,Universal Pictures
9801,3.990488,Bridget Jones: The Edge of Reason,2004,57722269.9906,46412191.4976,Universal Pictures
693,2.041955,Meet the Fockers,2004,92355631.985,596436064.274,Universal Pictures
4982,1.946073,American Gangster,2007,105166858.263,280232907.783,Universal Pictures
2698,1.109374,Evan Almighty,2007,184042001.961,181938664.795,Universal Pictures
11519,0.387797,1941,1979,105159390.088,95411841.7285,Universal Pictures
87,2.556799,Indiana Jones and the Temple of Doom,1984,58773177.0974,698980999.052,Paramount Pictures
568,2.191608,Apollo 13,1995,74410277.0896,508333712.063,Universal Pictures
11259,0.309976,Far and Away,1992,93241455.2753,214119429.25,Universal Pictures
85,4.5783,Raiders of the Lost Ark,1981,43167434.4874,935116878.227,Paramount Pictures
9327,1.10451,The Nutty Professor,1996,75071703.9039,179017298.884,Universal Pictures
10779,0.923851,The Frighteners,1996,41706502.1688,40815673.5259,Universal Pictures
6346,0.366286,The Chamber,1996,69510836.948,31335984.384,Universal Pictures
98,4.271452,Gladiator,2000,130428087.777,579506463.915,Universal Pictures
8871,2.977558,How the Grinch Stole Christmas,2000,155753930.064,437049836.952,Universal Pictures
1597,1.207663,Meet the Parents,2000,69646066.2889,418438688.415,Universal Pictures
12107,1.616724,Nutty Professor II: The Klumps,2000,106368537.605,156143878.389,Universal Pictures
1934,1.059234,Shakespeare in Love,1998,33442386.727,387019102.158,Universal Pictures
11252,0.38868,Psycho,1998,80261728.1447,49683521.3174,Universal Pictures
89,3.536655,Indiana Jones and the Last Crusade,1989,84431277.0741,834061065.273,Paramount Pictures
9768,0.480169,Cry-Baby,1990,18357883.9435,13795687.7664,Universal Pictures
951,0.386018,Kindergarten Cop,1990,25033478.1047,337046890.709,Universal Pictures
838,0.684079,American Graffiti,1973,3815970.99273,564783351.562,Universal Pictures
453,2.169826,A Beautiful Mind,2001,73889287.0016,386123667.022,Universal Pictures
49849,1.640256,Cowboys & Aliens,2011,158011880.942,169472419.656,Universal Pictures
9266,0.548844,Blue Crush,2002,30306534.8405,62846878.2936,Universal Pictures
921,1.053307,Cinderella Man,2005,98257569.4896,121191680.085,Universal Pictures
